receiptno,completiontime,details,transactionstatus,paidin,withdrawn,balance
JZ7VKLKAIG,2024-09-28,Customer Send Money to Micro SME Business to - 070*******018 MPESA AGENT 001,COMPLETED,0.0,2240.61,-419082.09
IL1PJ7TC8B,2024-09-28,Airtime Purchase for 2542*******559,COMPLETED,0.0,477.41,-419559.5
7M536GP2N2,2024-09-28,Customer Send Money to Micro SME Business to - 077*******457 CHEMIST PLUS,COMPLETED,0.0,2485.6,-422045.1
KRE56XP0TM,2024-09-29,Customer Transfer of Funds Charge,COMPLETED,0.0,25.49,-422070.59
TYU2Q44379,2024-09-29,Pay Merchant to 486078 - Lynch PLC,COMPLETED,0.0,487.02,-422557.61
GNRP163HE9,2024-09-30,Merchant Payment Online to 626890 - Garza-White,COMPLETED,0.0,261.85,-422819.46
RU9KFVDAGA,2024-09-30,Customer Transfer to - 077*******487 Timothy Kelly,COMPLETED,0.0,2601.95,-425421.41
5SH0AGQ5M2,2024-09-30,Small Business Payment to - 070*******369 Kathleen Ali,COMPLETED,0.0,1896.66,-427318.07
VZGJHNKT8S,2024-09-30,"Merchant Payment Online to 193416 - Fleming, Clark and Bush",COMPLETED,0.0,4262.26,-431580.33
N11ODILK7P,2024-09-30,Pay Bill Online to 234744 - Airtel Money Acc. NTGLBPSP30LC,COMPLETED,0.0,6950.74,-438531.07
9T6DBD3Q0V,2024-10-01,"Merchant Payment Online to 114901 - Russell, Avila and Jennings",COMPLETED,0.0,2494.46,-441025.53
XM60R5S10W,2024-10-01,Pay Bill Charge,COMPLETED,0.0,19.75,-441045.28
K86PVQTHT1,2024-10-01,Customer Transfer of Funds Charge,COMPLETED,0.0,24.25,-441069.53
NJA2H22LJW,2024-10-01,Customer Payment to Small Business to - 071*******352 KINYOZI BARBER,COMPLETED,0.0,1455.94,-442525.47
7Y5S0RHX8N,2024-10-02,Customer Payment to Small Business from - 2541*******165 Corey Ward,COMPLETED,675.07,0.0,-441850.4
YLDTPYRK38,2024-10-02,Term Loan Disbursement - Hustler Fund,COMPLETED,2633.45,0.0,-439216.95
QYLP2W5BU9,2024-10-02,Pay Bill Charge,COMPLETED,0.0,37.67,-439254.62
NFGKOA48GY,2024-10-02,"Merchant Payment Online to 936726 - Fleming, Clark and Bush",COMPLETED,0.0,2420.81,-441675.43
XGKUS651ZC,2024-10-02,Pay Bill Charge,COMPLETED,0.0,30.47,-441705.9
C81V04UEX5,2024-10-02,Customer Transfer of Funds Charge,COMPLETED,0.0,5.8,-441711.7
7DCL00D24I,2024-10-02,Pay Bill Online to 327183 - Water Company Acc. Y04EKQ28SJ0I,COMPLETED,0.0,7928.11,-449639.81
3XWPLTS6WP,2024-10-03,Funds received from - 070*******101 Aaron Gomez,COMPLETED,3567.4,0.0,-446072.41
E1Y1NWQCGR,2024-10-03,Pay Bill Charge,COMPLETED,0.0,42.23,-446114.64
9SN0ML49S9,2024-10-03,Airtime Purchase for 2547*******835 - Dawn Washington,COMPLETED,0.0,485.58,-446600.22
QCYT6N8ATP,2024-10-03,Airtime Purchase for 2542*******734 - James Rodriguez,COMPLETED,0.0,334.62,-446934.84
OZY4BAJ7GA,2024-10-03,Pay Bill Online to 572627 - KPLC POSTPAID Acc. BK79KGK1C2Z4,COMPLETED,0.0,6432.9,-453367.74
U9DRT2QCA6,2024-10-03,Pay Bill Charge,COMPLETED,0.0,18.85,-453386.59
OXSJAJH4BQ,2024-10-03,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,2828.91,-456215.5
D4K5XHDLDP,2024-10-03,Term Loan Disbursement - Hustler Fund,COMPLETED,415.5,0.0,-455800.0
WMXIZ6PZSY,2024-10-04,Merchant Payment Online to 224804 - Smith-Crawford,COMPLETED,0.0,2311.59,-458111.59
L50U9RAIXR,2024-10-04,M-Shwari Lock Savings to Account Y50QB68XC476,COMPLETED,0.0,802.38,-458913.97
IP0BX8KZ47,2024-10-04,KCB M-PESA Deposit to Account S2OV408HLE7Q,COMPLETED,0.0,2353.66,-461267.63
XUYRJF03C6,2024-10-04,Pay Bill Online to 287018 - KCB Bank,COMPLETED,0.0,6751.66,-468019.29
PJKZ3EFCTE,2024-10-04,Merchant Payment Online to 648201 - Silva Inc,COMPLETED,0.0,595.36,-468614.65
E2N2HJYI50,2024-10-04,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,159.45,-468774.1
4E56L6NXC9,2024-10-06,Funds received from - 2547*******307 Deanna Sanchez,COMPLETED,3400.51,0.0,-465373.59
PNEVIF2CQZ,2024-10-06,Customer Transfer to - 077*******429 Corey Ward,COMPLETED,0.0,2850.72,-468224.31
P4UGY3YJOZ,2024-10-06,"Deposit of Funds at Agent Till 140961 - English, Carter and Murphy Agency",COMPLETED,9375.31,0.0,-458849.0
BVEYAEXQDV,2024-10-06,"Customer Withdrawal At Agent Till 853996 - Baker, Williams and Austin Agency",COMPLETED,0.0,2841.51,-461690.51
THFAHPGYHV,2024-10-06,"Customer Withdrawal At Agent Till 992917 - Rollins, Taylor and Anderson Agency",COMPLETED,0.0,5520.02,-467210.53
J6EL1CN5AC,2024-10-06,Customer Transfer of Funds Charge,COMPLETED,0.0,36.0,-467246.53
V3EOKCFR94,2024-10-06,"Merchant Payment Online to 655038 - Cruz, Ali and Miles",COMPLETED,0.0,4635.86,-471882.39
DHK6DUJ50C,2024-10-06,Airtime Purchase for 072*******266 - Victoria Smith,COMPLETED,0.0,397.44,-472279.83
4AW6CL0DOY,2024-10-07,Pay Bill Online to 481760 - KCB Bank Acc. LQ5TZY7VISWZ,COMPLETED,0.0,8365.23,-480645.06
L9YT1RK3TQ,2024-10-07,Customer Transfer Fuliza to - 077*******381 Susan Burns,COMPLETED,0.0,2161.39,-482806.45
5WM77DA1FV,2024-10-07,Funds received from - 2540*******539 Beth Anderson,COMPLETED,3525.51,0.0,-479280.94
ZFPJAKDQYP,2024-10-07,M-Shwari Withdrawal from Account 41LHR6OEYQV2,COMPLETED,2367.79,0.0,-476913.15
YTOQKXNUHZ,2024-10-08,M-Shwari Deposit to Account CN0WTUK9D400,COMPLETED,0.0,892.52,-477805.67
3WSOR9P8XE,2024-10-08,"Pay Merchant to 115834 - Pugh, Harris and Rollins",COMPLETED,0.0,2020.79,-479826.46
2DWD281T33,2024-10-09,M-Shwari Lock Savings to Account E0KPQTRYTSMS,COMPLETED,0.0,1546.26,-481372.72
OQ5ZUB8LFM,2024-10-09,Customer Transfer to - 2547*******060 Cindy Fernandez,COMPLETED,0.0,738.29,-482111.01
52F6TFDCNT,2024-10-09,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,115.39,-482226.4
EODMLP0HPU,2024-10-09,Customer Payment to Small Business from - 072*******097 James Rodriguez,COMPLETED,860.54,0.0,-481365.86
AX68FL561G,2024-10-09,Pay Bill Online to 858468 - Airtel Money,COMPLETED,0.0,7923.45,-489289.31
1ZOERWPZ9U,2024-10-09,Airtime Purchase for 071*******705,COMPLETED,0.0,74.45,-489363.76
MV8VNPIXK8,2024-10-10,Customer Transfer of Funds Charge,COMPLETED,0.0,38.61,-489402.37
0JDB8RR0DN,2024-10-10,Small Business Payment to - 2541*******629 Cindy Fernandez,COMPLETED,0.0,2413.46,-491815.83
4DVY3ABMTH,2024-10-11,"Pay Merchant to 162283 - Bush, Johnson and Fields",COMPLETED,0.0,913.21,-492729.04
B6U976J1AJ,2024-10-11,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,2235.26,-494964.3
XABAAICED0,2024-10-12,Airtime Purchase for 2542*******723 - Charles King,COMPLETED,0.0,88.01,-495052.31
9ISIC7KWHD,2024-10-13,Customer Transfer to - 072*******060 Corey Ward,COMPLETED,0.0,2039.86,-497092.17
3298NVUVLT,2024-10-13,Reversal of Transaction TNH68FYTW1 - James Gay,COMPLETED,1870.78,0.0,-495221.39
DN5PHTOUBX,2024-10-14,Customer Transfer of Funds Charge,COMPLETED,0.0,17.67,-495239.06
77XHN8M8TA,2024-10-14,Pay Bill Charge,COMPLETED,0.0,31.55,-495270.61
ZUQBOVD9Y0,2024-10-14,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,239.98,-495510.59
Q23RU7FYTU,2024-10-14,Customer Transfer Fuliza to - 2540*******618 Katie Nelson,COMPLETED,0.0,1680.56,-497191.15
439F7OSZX2,2024-10-15,"Business Payment from - Kelley, Davis and Hanson",COMPLETED,1575.03,0.0,-495616.12
CAP3WWI8XX,2024-10-15,Customer Send Money to Micro SME Business received from - 2547*******987 Cindy Fernandez,COMPLETED,1946.26,0.0,-493669.86
B7KNPILJ5B,2024-10-16,Pay Bill Charge,COMPLETED,0.0,11.29,-493681.15
9CJR4TPQOE,2024-10-16,Funds received from - 070*******869 Katie Nelson,COMPLETED,486.9,0.0,-493194.25
2KHZV6M8PQ,2024-10-16,Customer Send Money to Micro SME Business received from - 072*******389 Robert Dickerson,COMPLETED,372.6,0.0,-492821.65
TH65PYHKRI,2024-10-17,Customer Withdrawal At Agent Till 194068 - Weaver Inc Agency,COMPLETED,0.0,9633.49,-502455.14
96F1RV8HES,2024-10-17,Customer Payment to Small Business from - 2547*******129 Karen Brown,COMPLETED,3798.56,0.0,-498656.58
WKC6L5EBJV,2024-10-18,"Merchant Payment Online to 999540 - Romero, Yates and Buck",COMPLETED,0.0,3118.11,-501774.69
NFSXRRVLUD,2024-10-18,Pay Bill Charge,COMPLETED,0.0,49.88,-501824.57
YVEREETMXP,2024-10-18,Pay Merchant to 586256 - Hill Group,COMPLETED,0.0,1000.29,-502824.86
STJKWZ1B5P,2024-10-18,Reversal of Transaction IRVTTM3OP8 - Preston Fowler,COMPLETED,99.02,0.0,-502725.84
5Z0AMJKSFM,2024-10-19,Pay Bill Online to 762209 - KPLC POSTPAID Acc. OVW231144DPS,COMPLETED,0.0,7591.89,-510317.73
A6LO448UDQ,2024-10-20,Pay Bill Charge,COMPLETED,0.0,12.65,-510330.38
950PT659IC,2024-10-20,"Deposit of Funds at Agent Till 684934 - Norman, Smith and Harris Agency",COMPLETED,8287.16,0.0,-502043.22
EG3ALGP2W7,2024-10-20,Pay Bill Online to 710751 - Sportpesa,COMPLETED,0.0,8435.0,-510478.22
KU02ZNGQG7,2024-10-20,Customer Payment to Small Business from - 2540*******565 Karen Brown,COMPLETED,3394.6,0.0,-507083.62
MF8MMDMGGY,2024-10-20,Airtime Purchase for 070*******835,COMPLETED,0.0,409.66,-507493.28
HEURIRQNWU,2024-10-21,"Deposit of Funds at Agent Till 170230 - Norman, Smith and Harris Agency",COMPLETED,4216.4,0.0,-503276.88
7HACQ39HOU,2024-10-21,Pay Bill Online to 833341 - Betika Acc. 8XPQMJWCQEPD,COMPLETED,0.0,9300.74,-512577.62
3KH82H52F2,2024-10-22,"Pay Merchant to 186266 - Vance, Johnston and Nguyen",COMPLETED,0.0,3691.8,-516269.42
NE1K430STZ,2024-10-22,"Customer Withdrawal At Agent Till 931177 - Bruce, Ross and Reyes Agency",COMPLETED,0.0,7953.14,-524222.56
QUY1KXFZEM,2024-10-22,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,2775.2,-526997.76
NEMEDO1SHP,2024-10-22,Customer Transfer to - 070*******896 Megan George,COMPLETED,0.0,1229.22,-528226.98
JAQOY26MKV,2024-10-23,Customer Send Money to Micro SME Business to - 071*******862 KINYOZI BARBER,COMPLETED,0.0,2878.08,-531105.06
44L9DE5O10,2024-10-23,Pay Bill Online to 841512 - Airtel Money Acc. 02SNF68GTZ2W,COMPLETED,0.0,7666.57,-538771.63
YUXB5CJDTB,2024-10-24,Pay Bill Online to 832522 - NHIF Acc. VM1K42UF25EI,COMPLETED,0.0,5660.82,-544432.45
4L49NN4GDE,2024-10-24,Pay Bill Charge,COMPLETED,0.0,22.27,-544454.72
8NOK7HSV56,2024-10-24,Small Business Transfer to Other Small Business to - KINYOZI BARBER,COMPLETED,0.0,2331.73,-546786.45
RV4FR7C5O1,2024-10-24,Deposit of Funds at Agent Till 617180 - Hammond-Booker Agency,COMPLETED,7588.38,0.0,-539198.07
GJ65L7Z3HI,2024-10-24,Merchant Payment Online to 249938 - Munoz-Wilson,COMPLETED,0.0,607.04,-539805.11
VC273K6STX,2024-10-24,KCB M-PESA Deposit to Account 34VW8CGM2BRY,COMPLETED,0.0,1058.77,-540863.88
8R56Y89A7D,2024-10-24,Business Payment from - Moyer-Austin,COMPLETED,4992.96,0.0,-535870.92
0QG5E6CEHF,2024-10-25,Deposit of Funds at Agent Till 555981 - Garcia LLC Agency,COMPLETED,3650.08,0.0,-532220.84
AERCXJ8TN7,2024-10-25,Reversal of Transaction YKNGST9SZ1 - Angela Young,COMPLETED,503.85,0.0,-531716.99
C813RHUUWK,2024-10-25,Customer Send Money to Micro SME Business received from - 2542*******063 Preston Fowler,COMPLETED,1174.4,0.0,-530542.59
BIIGRVMR38,2024-10-26,Airtime Purchase for 2541*******535,COMPLETED,0.0,302.71,-530845.3
OLSCBM6JW3,2024-10-26,Customer Send Money to Micro SME Business to - 2547*******370 MAMA MBOGA TRADERS,COMPLETED,0.0,1027.62,-531872.92
QF1HSPGU4V,2024-10-26,Customer Payment to Small Business from - 2540*******706 Kathleen Ali,COMPLETED,217.95,0.0,-531654.97
WZTZNES536,2024-10-26,"Merchant Payment Online to 891798 - Jackson, Watson and Reeves",COMPLETED,0.0,2185.44,-533840.41
PSYH422IPY,2024-10-27,Pay Bill Charge,COMPLETED,0.0,40.66,-533881.07
CT5NKRAD5D,2024-10-27,Pay Merchant to 595734 - Mcgrath and Sons,COMPLETED,0.0,2546.55,-536427.62
6XLDYHG3IZ,2024-10-27,Airtime Purchase for 070*******929,COMPLETED,0.0,471.84,-536899.46
L2YNG7BRCC,2024-10-28,Business Payment from - Smith-Johnson,COMPLETED,4097.64,0.0,-532801.82
J2BT4WTEUV,2024-10-28,Pay Bill Online to 923292 - DSTV Acc. 5KJHBE3NYSPN,COMPLETED,0.0,1057.33,-533859.15
C8HNVXXQHZ,2024-10-28,Customer Payment to Small Business from - 2542*******557 Dawn Washington,COMPLETED,4942.01,0.0,-528917.14
V8Y3N73ZEV,2024-10-29,Merchant Payment Online to 816924 - Coleman-Ball,COMPLETED,0.0,1810.33,-530727.47
58LBBPZ0BZ,2024-10-29,Airtime Purchase for 071*******894 - James Ayala,COMPLETED,0.0,262.91,-530990.38
3NFDYWOZWQ,2024-10-29,Customer Payment to Small Business to - 070*******223 CHEMIST PLUS,COMPLETED,0.0,1681.98,-532672.36
EO44RUHKR7,2024-10-30,Customer Transfer to - 2547*******309 James Clayton,COMPLETED,0.0,1628.52,-534300.88
XNWAR3WBZK,2024-10-31,Customer Transfer of Funds Charge,COMPLETED,0.0,5.29,-534306.17
465ML17ZDB,2024-10-31,Pay Bill Charge,COMPLETED,0.0,38.79,-534344.96
STQ0INR4YA,2024-11-01,"Merchant Payment Online to 573613 - Griffith, Sanders and Martinez",COMPLETED,0.0,3740.57,-538085.53
4JFOTGDRUG,2024-11-01,Customer Transfer of Funds Charge,COMPLETED,0.0,37.01,-538122.54
B91CTIB5UJ,2024-11-01,Customer Transfer to - 2540*******399 Bruce Gallegos,COMPLETED,0.0,706.33,-538828.87
298GTAE8UL,2024-11-01,Customer Transfer of Funds Charge,COMPLETED,0.0,14.28,-538843.15
G0DTZ691HH,2024-11-01,Airtime Purchase for 071*******595,COMPLETED,0.0,263.85,-539107.0
ZDMK0G3M38,2024-11-01,Customer Send Money to Micro SME Business to - 071*******009 CHEMIST PLUS,COMPLETED,0.0,1351.46,-540458.46
6L2AOZ6MB5,2024-11-02,Merchant Customer Payment from - Horton-Bradley,COMPLETED,1867.7,0.0,-538590.76
8PVRDT9BVI,2024-11-02,Overdraft of Credit Party,COMPLETED,875.73,0.0,-537715.03
U821EGI3KR,2024-11-02,Customer Transfer of Funds Charge,COMPLETED,0.0,14.36,-537729.39
HJW8VL9X7U,2024-11-02,Funds received from - 2540*******010 Bruce Gallegos,COMPLETED,951.22,0.0,-536778.17
Z8GP9BZEU2,2024-11-02,Customer Withdrawal At Agent Till 372268 - Gray and Sons Agency,COMPLETED,0.0,7727.93,-544506.1
PDA48IM0B7,2024-11-03,Customer Transfer of Funds Charge,COMPLETED,0.0,42.99,-544549.09
GJ313R5YBW,2024-11-03,"Deposit of Funds at Agent Till 918181 - Bruce, Ross and Reyes Agency",COMPLETED,812.13,0.0,-543736.96
9XH4WNMP8W,2024-11-03,Pay Bill Online to 250251 - Co-operative Bank Acc. 8UMRIV4KCD13,COMPLETED,0.0,1267.9,-545004.86
W78L84QPNG,2024-11-04,Customer Transfer to - 2541*******449 Aaron Gomez,COMPLETED,0.0,1676.34,-546681.2
SKP6N59QI6,2024-11-04,Customer Transfer of Funds Charge,COMPLETED,0.0,42.53,-546723.73
IFKTG2RK64,2024-11-04,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,2960.52,-549684.25
TXG7MO2YSI,2024-11-05,Pay Bill Online to 385998 - Sportpesa Acc. BPMXJAP98SQW,COMPLETED,0.0,8480.86,-558165.11
M5C8ZLE714,2024-11-05,Merchant Payment Online to 526240 - Garza-White,COMPLETED,0.0,3923.65,-562088.76
ZVNVG05MZ5,2024-11-05,Customer Send Money to Micro SME Business received from - 072*******876 Karen Brown,COMPLETED,4002.73,0.0,-558086.03
H3JDRTJYX4,2024-11-05,Airtime Purchase for 070*******281,COMPLETED,0.0,336.19,-558422.22
MJETPV90X1,2024-11-05,Deposit of Funds at Agent Till 428978 - Hensley and Sons Agency,COMPLETED,3904.15,0.0,-554518.07
YCLT41BZXZ,2024-11-06,Small Business Payment to - 2541*******788 Bruce Gallegos,COMPLETED,0.0,1345.11,-555863.18
A54INYOG61,2024-11-06,Customer Transfer Fuliza to - 2541*******913 Eddie Smith,COMPLETED,0.0,2571.71,-558434.89
KAGNVFHDE7,2024-11-06,Pay Bill Online to 987356 - Safaricom PLC Acc. TE5J9PPGER5G,COMPLETED,0.0,7959.85,-566394.74
E6CJNOW57Z,2024-11-06,"Merchant Customer Payment from - Sullivan, Buck and Smith",COMPLETED,2227.52,0.0,-564167.22
Y0X2YEYMTM,2024-11-06,Merchant Customer Payment from - Perry-Jordan,COMPLETED,221.25,0.0,-563945.97
UFCIGAWNYJ,2024-11-06,Pay Bill Charge,COMPLETED,0.0,42.51,-563988.48
2GKOSWQ3OT,2024-11-06,Customer Send Money to Micro SME Business received from - 2540*******790 John Campbell,COMPLETED,712.26,0.0,-563276.22
O8VW5L1R5S,2024-11-07,SMS Bundle Purchase - 100 SMS,COMPLETED,0.0,102.02,-563378.24
RXVX7SVVBU,2024-11-07,Customer Transfer to - 2547*******692 Misty Anderson,COMPLETED,0.0,155.25,-563533.49
C7IA4CYKU5,2024-11-07,Pay Merchant to 956922 - Mcgrath and Sons,COMPLETED,0.0,4858.0,-568391.49
4FYHCM6QXJ,2024-11-07,"Pay Merchant to 252327 - Patrick, Dean and Aguilar",COMPLETED,0.0,2335.13,-570726.62
3ND8WRJK7T,2024-11-07,Pay Bill Online to 603001 - Co-operative Bank Acc. D8ROBWYGLMN7,COMPLETED,0.0,8075.66,-578802.28
BWOKTTUKH9,2024-11-08,Merchant Payment Online to 648105 - White Group,COMPLETED,0.0,1987.8,-580790.08
O5FN7OK0BE,2024-11-08,"Merchant Payment Online to 408800 - Francis, Myers and Fisher",COMPLETED,0.0,3670.51,-584460.59
U5PVPJ7Y7K,2024-11-08,Pay Bill Charge,COMPLETED,0.0,41.33,-584501.92
WCZHGYABS6,2024-11-08,Funds received from - 2542*******216 Kathleen Ali,COMPLETED,2488.88,0.0,-582013.04
VV4OFOW3PA,2024-11-09,"Merchant Payment Online to 483158 - Jackson, Watson and Reeves",COMPLETED,0.0,925.06,-582938.1
3RW8W218UT,2024-11-09,Funds received from - 072*******870 Susan Burns,COMPLETED,3086.26,0.0,-579851.84
XXJ949179J,2024-11-09,Funds received from - 2542*******797 Katie Nelson,COMPLETED,343.42,0.0,-579508.42
N7IFZC3BV7,2024-11-10,Customer Transfer to - 072*******784 John Campbell,COMPLETED,0.0,411.44,-579919.86
FTT9VQF98R,2024-11-10,Merchant Customer Payment from - Horton-Bradley,COMPLETED,499.49,0.0,-579420.37
6IZP4TUO4I,2024-11-10,Customer Transfer of Funds Charge,COMPLETED,0.0,39.88,-579460.25
PZ414A5JOQ,2024-11-10,Customer Transfer to - 070*******883 Charles King,COMPLETED,0.0,1876.09,-581336.34
K7P7RIGOTT,2024-11-10,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,1061.81,-582398.15
W8CHP3HPKD,2024-11-10,Customer Payment to Small Business from - 077*******438 Glenn Franklin,COMPLETED,1262.36,0.0,-581135.79
LQUM1GBUQS,2024-11-11,Pay Bill Charge,COMPLETED,0.0,36.11,-581171.9
Z4Y3G0C3HU,2024-11-11,Customer Transfer of Funds Charge,COMPLETED,0.0,40.29,-581212.19
A29G0HGJBC,2024-11-11,Customer Transfer Fuliza to - 070*******160 Glenn Franklin,COMPLETED,0.0,347.5,-581559.69
QQIQR4YLVE,2024-11-11,Pay Bill Charge,COMPLETED,0.0,28.58,-581588.27
A1NTKH30TG,2024-11-11,Customer Payment to Small Business from - 2541*******240 Cindy Fernandez,COMPLETED,4137.46,0.0,-577450.81
XLDXFUPCQ6,2024-11-12,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,2718.47,-580169.28
BDPD8D2P9V,2024-11-12,Customer Send Money to Micro SME Business received from - 2547*******906 John Campbell,COMPLETED,3216.64,0.0,-576952.64
MDK3PXGI0I,2024-11-13,Merchant Payment Online to 123948 - Choi and Sons,COMPLETED,0.0,3397.89,-580350.53
TGZV7V2DYC,2024-11-13,Pay Bill Online to 427535 - Water Company Acc. 3H568ATHSC9N,COMPLETED,0.0,8643.29,-588993.82
NE0J6BO1QZ,2024-11-13,Customer Payment to Small Business from - 2541*******068 Megan George,COMPLETED,1321.62,0.0,-587672.2
8ADZPMHPSZ,2024-11-13,Merchant Payment Online to 968859 - Johns-Davis,COMPLETED,0.0,1432.58,-589104.78
ZDU2U8W854,2024-11-14,Salary Payment from - Horton-Bradley,COMPLETED,1376.57,0.0,-587728.21
R1VZ8S7HAQ,2024-11-15,Small Business Transfer to Other Small Business to - BODABODA SACCO,COMPLETED,0.0,869.51,-588597.72
ADDQBGSY6D,2024-11-15,Customer Transfer to - 2542*******740 Kathy Scott,COMPLETED,0.0,220.95,-588818.67
NL96NLYK3B,2024-11-16,Pay Bill Online to 690454 - KCB Bank Acc. LHT27T25ICHS,COMPLETED,0.0,5404.52,-594223.19
95BKIJUB5W,2024-11-17,Pay Bill Online to 576412 - Netflix Kenya Acc. O2QWQU9I3396,COMPLETED,0.0,4424.41,-598647.6
9DR8985TUD,2024-11-17,Merchant Customer Payment from - Compton-Howard,COMPLETED,3355.03,0.0,-595292.57
3HCVBATSS0,2024-11-17,Funds received from - 071*******523 Ian Gibbs,COMPLETED,2443.82,0.0,-592848.75
HVGR6S9LFA,2024-11-17,Pay Bill Online to 827732 - Netflix Kenya,COMPLETED,0.0,9130.11,-601978.86
60YA2UF16K,2024-11-18,Pay Bill Charge,COMPLETED,0.0,20.25,-601999.11
0K5R22I7W2,2024-11-18,Reversal of Transaction K6ZLH9L1KW - Carlos Collins,COMPLETED,1199.18,0.0,-600799.93
FIYJ96HUV1,2024-11-18,Small Business Transfer to Other Small Business to - KINYOZI BARBER,COMPLETED,0.0,2639.89,-603439.82
YA81FT87NW,2024-11-20,Salary Payment from - Daugherty-Nelson,COMPLETED,2263.48,0.0,-601176.34
B5ZDNSJO0H,2024-11-20,Pay Bill Online to 599425 - Co-operative Bank Acc. CDSZ66BQPWZK,COMPLETED,0.0,9308.57,-610484.91
F3PEVGTIVJ,2024-11-20,M-Shwari Lock Savings to Account 0EXR8NYY9O9I,COMPLETED,0.0,1676.27,-612161.18
R2CW3E7EU4,2024-11-20,Term Loan Disbursement - Hustler Fund,COMPLETED,1346.35,0.0,-610814.83
ZLHQA3MJ92,2024-11-21,Pay Bill Online to 497991 - KPLC POSTPAID Acc. BSTD8OZ0QA3M,COMPLETED,0.0,6532.53,-617347.36
H554YCC3LL,2024-11-21,Funds received from - 070*******800 James Rodriguez,COMPLETED,1506.17,0.0,-615841.19
ZUQC4I5IC3,2024-11-21,OD Loan Repayment to 232323 - M-PESA Overdraw,COMPLETED,0.0,700.24,-616541.43
0ROGCZ535Q,2024-11-21,"Deposit of Funds at Agent Till 987179 - Bruce, Ross and Reyes Agency",COMPLETED,9343.77,0.0,-607197.66
5OUZ6AS8UL,2024-11-21,Customer Send Money to Micro SME Business to - 2542*******404 MPESA AGENT 001,COMPLETED,0.0,2893.97,-610091.63
ISY8E7E6E2,2024-11-21,SMS Bundle Purchase - 100 SMS,COMPLETED,0.0,198.14,-610289.77
0LZPX9VII0,2024-11-21,Customer Send Money to Micro SME Business with Fuliza MPesa to - 077*******256 KINYOZI BARBER,COMPLETED,0.0,280.08,-610569.85
A9RJ85NGB8,2024-11-22,Small Business Transfer to Other Small Business to - CHEMIST PLUS,COMPLETED,0.0,1617.49,-612187.34
GC33ZTHD2H,2024-11-22,Pay Bill Online to 889042 - Zuku Acc. VLR782UNBNCO,COMPLETED,0.0,8948.66,-621136.0
AN7FZ4YUSZ,2024-11-22,Customer Transfer Fuliza to - 070*******397 Dawn Washington,COMPLETED,0.0,748.15,-621884.15
WJPQ1ICL90,2024-11-22,"Promotion Payment from - Robles, Bennett and Bryant",COMPLETED,2100.24,0.0,-619783.91
RMH1JFWKPC,2024-11-23,Customer Transfer to - 070*******100 Deanna Sanchez,COMPLETED,0.0,2751.31,-622535.22
ZAPNJA0YSW,2024-11-24,"Customer Withdrawal At Agent Till 181900 - Johnson, Campos and Santiago Agency",COMPLETED,0.0,8320.1,-630855.32
YB3BA9AQ73,2024-11-24,Customer Transfer Fuliza to - 2541*******582 Diana Williams,COMPLETED,0.0,2775.32,-633630.64
BJAL45JKSP,2024-11-24,Funds received from - 077*******123 Kathy Scott,COMPLETED,380.42,0.0,-633250.22
UGI48WKD0K,2024-11-25,Merchant Payment Online to 222320 - Johns-Davis,COMPLETED,0.0,1165.66,-634415.88
71X3ICY3FD,2024-11-25,Customer Transfer to - 2547*******258 Megan George,COMPLETED,0.0,1524.66,-635940.54
WTQWBIJHLP,2024-11-25,Customer Transfer to - 2540*******817 Samuel Mitchell,COMPLETED,0.0,233.89,-636174.43
CIC730UP2Y,2024-11-25,KCB M-PESA Withdrawal from Account 2O345MELRT5M,COMPLETED,4107.39,0.0,-632067.04
1YKAM761SY,2024-11-25,KCB M-PESA Withdrawal from Account UN6FTYB7WDC9,COMPLETED,1994.19,0.0,-630072.85
2YYJ53FMIZ,2024-11-26,Term Loan Repayment - Hustler Fund,COMPLETED,0.0,2701.23,-632774.08
CP004I1IIR,2024-11-26,Customer Transfer to - 071*******580 Christina Price,COMPLETED,0.0,1909.51,-634683.59
G3GCCKW811,2024-11-26,Data Bundle Purchase - 1GB Daily,COMPLETED,0.0,167.97,-634851.56
GZBV36LPP1,2024-11-26,Funds received from - 072*******841 Morgan Ellis,COMPLETED,2340.84,0.0,-632510.72
6SLE7AHNLD,2024-11-27,Pay Bill Online to 731501 - Betika Acc. IPNO6IX77GSO,COMPLETED,0.0,4463.78,-636974.5
PRJ3UDWSNE,2024-11-27,Funds received from - 2540*******868 Morgan Ellis,COMPLETED,337.61,0.0,-636636.89
ACV728IH0R,2024-11-28,Funds received from - 2541*******132 Misty Anderson,COMPLETED,4676.12,0.0,-631960.77
LIL59C9QJA,2024-11-28,Small Business Payment to - 071*******639 Charles King,COMPLETED,0.0,1415.01,-633375.78
GB5RHDUJC5,2024-11-28,Pay Bill Charge,COMPLETED,0.0,15.17,-633390.95
